1st,2nd,3rd
9534,8173,3477
6318,2663,7669
7518,3259,2629
4517,8787,2226
5075,1196,7794
7235,8120,4533
9394,1946,5263
4897,9351,1348
4930,4187,1741
9399,2646,9838
0755,6752,0671
4825,7698,0839
8830,9021,5952
5621,2583,3701
5575,0434,8969
4994,5502,8343
2090,4127,6904
8011,5000,7261
7491,6763,5598
3036,3905,0239
2386,7239,6814
0440,2857,7094
8311,3842,5260
1596,6818,9774
3565,3813,8277
4294,0584,7912
9244,0185,4154
9235,6201,7658
8896,3711,9271
8294,1986,7256
4595,1715,0017
5112,9563,9755
6803,1073,6939
5710,4475,8189
1370,4894,5404
1333,0581,1470
1581,9264,4623
7702,5496,0634
2496,9984,3669
7136,2444,4560
3356,9877,1334
8659,1589,8715
1401,6867,9250
7519,4808,4243
5880,3311,9954
7449,9260,3247
6585,7402,9725
9430,9240,2507
4434,3432,2503
6778,5171,6903
5054,3351,7055
9518,3445,0431
7888,2702,4027
0197,2289,6231
4109,9282,1534
8229,1776,6733
2773,3633,5792
1430,6538,9169
0022,3242,6932
7699,7762,8224
0721,8066,4254
0897,6631,7895
4681,3031,3005
5780,1078,2010
3668,2407,2361
0730,0443,0931
6270,4328,2945
0654,2685,9250
5733,8759,8702
2774,1923,3413
3752,4707,7379
6006,4962,2625
2003,0253,5938
6976,8010,6308
8485,1758,1217
9938,3618,6585
0237,7410,3769
8800,3663,0499
3195,8696,7141
8504,5270,2922
2608,0379,7908
8180,1425,3730
3592,7298,9354
0197,7668,0801
8455,2138,8070
3672,5330,8453
8608,4918,9832
2375,6332,7009
6814,6980,5249
0335,4673,3192
7062,0449,8178
3383,7302,4286
1584,9645,7931
4849,4451,4598
5387,4080,8782
8784,8050,4248
6065,0558,4205
9356,3861,0051
2807,5499,6377
1104,1534,5074
8969,6786,1324
3325,4945,2153
3670,3769,7614
0443,9452,6980
8993,7821,1924
1788,0644,2341
2718,9297,9734
1859,7021,9270
3041,3785,6698
6411,4120,8700
0323,9317,7101
0658,5323,7917
1748,3020,5320
2418,4920,7495
9665,8496,3839
2978,3965,2665
5620,1352,7921
5187,7469,0369
3901,1170,9711
7733,3788,7191
4042,4746,3415
9652,1044,8595
7204,0994,0552
2094,3881,2205
6005,2869,2768
1280,7097,2369
0040,1992,9238
6995,8623,1803
4774,4692,7077
4629,9610,5596
2909,0906,1990
2417,8446,9785
6850,8638,3962
9363,4011,5980
7763,7276,6863
4953,5221,2849
0993,8512,7697
0133,1477,9234
8959,6149,9091
3823,1103,3761
7318,4861,7348
1192,1663,4996
0310,4132,0014
6975,1827,4894
1748,9234,8559
6832,5655,4090
7137,1071,3918
9607,4358,7289
9599,4889,6916
7815,8573,2450
9553,2824,2795
2036,2868,3528
5860,9783,9209
5872,9279,3402
3809,2876,8270
6859,8909,0480
5181,2065,6302
8903,6385,9919
8487,6442,7915
8611,6714,6872
6694,2263,3381
5653,3610,7597
0269,2046,4620
0086,0393,8010
0767,0052,7649
4931,9680,2833
2745,7473,8165
1756,3920,3006
9207,4309,4280
7444,6705,3428
4948,6658,6255
9351,8165,6470
1428,5656,3497
5252,5778,6557
2728,0195,4996
6903,0344,8507
1856,4745,0236
2672,7381,0278
2837,6067,7068
7386,2078,6721
5790,9602,1536
1750,1503,3343
2517,0857,4547
1871,7254,1673
7801,0934,2709
5756,7403,7031
8921,7972,8902
5129,4989,3763
7822,8042,3464
9221,7496,2933
0928,7931,8445
1397,4782,8731
0022,0429,5947
8353,5004,6022
4084,1388,7860
2938,8618,0086
2200,8314,0704
3122,7497,4628
2153,3386,5284
4297,0866,5756
4801,9055,3046
1931,9477,3491
0449,9026,3655
7681,6736,0651
7172,1953,6471
5931,3144,6599
2097,7231,6572
0880,7245,9763
9840,0592,9051
2671,8706,5727
3538,9274,3796
7339,3570,8838
2199,4520,5281
7432,7594,5068
7301,8315,0521
0616,5688,1248
9085,7741,8688
3963,5561,1355
4193,8700,1366
4473,7467,0037
4881,2187,4368
6873,9692,7453
3540,4560,1601
4383,4661,1730
0057,1610,3386
9265,1128,8874
2494,4128,5611
4734,2479,5880
4938,4271,9942
9776,6004,2865
0671,3874,7617
6801,6602,6464
2826,0625,3453
9325,3788,1794
8085,9229,9220
5506,4626,4533
1375,8128,8201
1353,7005,8808
1753,4288,9765
7962,2887,5928
1161,6889,5249
0694,6819,6425
5653,3555,2843
5478,5833,5032
3356,5821,4094
7737,0663,8157
7342,1222,9551
0229,1580,9485
1503,4316,4121
3067,6603,0083
7753,7533,8475
7851,8808,5085
8577,0427,0553
8015,4012,9071
4220,8200,8785
9849,1888,2245
1297,0792,9447
5754,3743,6778
5418,0410,9764
5561,0112,2950
0768,7996,3550
9881,2719,5927
7589,8249,8308
6070,9411,0298
1129,5597,6654
3227,4658,2952
7622,6191,3827
0977,2539,9906
5061,7133,8430
7359,2396,0416
1366,1558,2960
1414,2890,2183
0332,8313,2783
5756,3966,8131
9304,0867,9246
7673,1979,5364
9431,7551,9253
6468,5430,9977
7445,9134,8052
2721,4838,7051
0027,3043,0506
1625,9521,2378
0921,1635,4714
4145,6932,8669
5260,3225,8290
4669,4275,0640
6265,5034,4701
4295,9707,8075
1179,6479,6050
4261,6565,1282
0044,8314,6814
6689,7084,8693
3039,7656,3564
6843,2683,8239
3367,4429,6344
0363,5181,4278
5140,6177,5186
1562,1966,9473
1877,4213,7261
2242,9870,7743
7215,6279,1630
7455,9920,8237
1537,9110,6145
8324,5303,0993
0360,9669,2241
5563,2555,8725
9480,8159,8484
7479,8152,2485
2780,8698,4151
6452,6315,2656
5287,0777,7466
6973,2629,1869
5323,0697,4142
3324,6348,2957
4993,3573,3490
7118,1284,2857
3863,2985,2429
9878,6307,1190
9528,0179,6874
5382,0840,3034
2317,8093,4765
8095,1509,7613
8616,5440,1384
2742,3583,9880
0603,6279,3781
6293,5841,2264
6462,7771,8064
0672,1748,7317
3785,1050,4853
4492,3763,2251
5069,1025,0357
1046,4030,0884
8782,7555,1436
9020,8736,7549
9717,0666,6253
1405,7251,9786
1708,5892,8411
4380,1188,6476
8871,4432,7444
3833,3403,3508
3682,9957,9176
9077,0397,9196
4499,2482,3520
9808,8377,4398
1481,8016,4337
6406,8284,3523
9544,2952,2451
0720,3055,9083
4945,3322,9933
0067,4985,8349
4234,3187,9047
2054,7319,8092
5522,8937,4514
9362,3570,5192
0490,7610,5178
2623,4893,6240
5077,7973,9592
1337,7273,3389
8906,1497,0385
8396,4233,9698
4421,7114,2371
8185,5502,8726
0564,8205,8192
6526,6436,4737
8985,7584,2890
5217,3483,6079
9213,5082,4714
1912,7716,6252
2634,0636,2275
5728,4636,3390
3532,4675,7476
8433,4696,8846
0653,1731,3090
4364,8545,0572
5431,9880,0949
5584,8324,1104
7414,6388,2824
8458,8543,6819
6815,5052,8304
7932,7621,9207
5076,2677,4592
6316,6502,0613
6363,6994,9169
9517,4601,8079
5605,8077,7276
2406,7519,5037
6085,4400,9797
7096,2539,2802
6590,4725,8446
1416,7362,8461
7479,8625,2324
4610,0712,1540
7035,6732,3222
9332,7446,7374
8887,7445,7922
6812,0563,2701
6400,4917,3605
0825,4400,9294
8704,8014,4480
0519,9394,6349
1292,9891,3681
6191,2193,6913
2462,5762,2430
0398,7471,7749
5572,0196,8601
5315,8571,8198
2791,5953,0800
4821,2745,4974
4840,6796,3397
3827,1822,8694
9835,5695,4712
4580,0184,7975
6925,9063,9383
1433,8997,9959
9873,7616,6502
3556,9352,1393
7545,8746,6740
8358,3795,8140
1672,1851,1720
9278,8303,7059
6185,7223,9166
5995,3781,8099
0482,4168,6357
2070,4830,3835
4266,6309,2541
8499,3568,4385
4191,2350,3623
9428,3116,5077
2598,7604,4939
2407,1679,5071
8800,8890,1297
1987,1687,3575
3349,5456,9415
6335,0711,8721
0355,8941,9281
1068,8671,6675
9981,6967,9489
4459,4197,9041
9732,1401,8664
3091,4508,6473
1654,3641,1964
8060,6985,1783
8959,2239,7806
2690,4345,6837
6497,9451,5271
1582,2812,0527
4857,0148,2926
0613,1577,8723
9374,8000,7480
5392,7547,1684
2937,9748,4623
6263,5523,2405
4001,7201,3611
1649,5916,9229
2177,6995,8575
4760,3970,5018
2484,2877,4414
1169,9300,9873
3992,4917,5726
3312,5397,0153
4012,4135,9638
0203,4261,3954
7257,9366,1288
8717,1148,3612
9660,4448,5633
9273,2753,4575
9287,5776,0924
8988,7563,9931
1671,3880,2250
6020,0408,4913
5249,2121,1021
4647,8442,1125
9310,0821,3454
4968,4920,6536
4259,3201,9532
1451,8730,1645
9416,7462,3743
4570,6117,7562
7811,2594,5338
8863,5611,4542
7239,7974,8939
8942,9997,4599
4182,3172,7069
6647,6271,0394
0622,4483,2896
4426,4095,5666
5613,7329,3278
2777,6091,1176
4848,0849,2450
7739,3456,7730
1754,7167,0526
1112,8096,7149
4310,7896,2078
4467,3811,9693
0099,2138,3466
3149,5524,7301
3525,2103,5433
6770,2060,8203
7247,1470,5902
5445,6697,9087
6882,5612,2103
7470,3799,0347
1628,2713,0899
6561,3953,0939
1863,7051,2808
4150,8904,8351
3170,8332,8025
7590,6160,6344
6664,8677,6492
2745,0318,8587
1091,0490,5076
2534,6681,9652
0490,9662,8799
6791,4639,1604
2411,6846,8068
6227,6037,0508
0321,4284,0449
4467,8048,9225
1044,9056,2796
3739,5602,9960
2743,8147,9424
1433,8280,0708
4622,1984,0299
9013,9444,7496
7975,1442,8814
3334,0269,3483
8117,0489,1315
3132,5326,9831
3901,6764,5726
1254,9716,4257
0103,4470,6832
1195,1001,0793
2117,4035,6751
3771,1414,9151
2718,5612,4456
4019,2422,1594
4252,2373,5268
5886,6831,4362
5747,7975,2082
0282,9435,5715
8467,4507,5037
6952,7328,8996
5250,5183,5782
6895,9289,6093
3868,9992,9399
9345,6493,7056
2357,4219,1378
7537,3935,4660
2653,7247,3537
2955,5142,4423
7657,8914,7087
0805,3253,0915
6331,7444,6343
2636,6896,2342
5431,0960,4209
0999,5283,3661
7549,3635,6660
7166,3914,1980
2068,7760,9007
8055,3557,4170
2828,2545,0164
1345,2083,0335
7519,1546,3154
2405,4472,3712
5890,1118,3711
9235,3914,2346
4779,3160,8858
1329,2768,1363
8569,5618,6727
4180,2469,1161
1660,0801,4027
5832,6209,8467
5278,7527,9518
6554,1302,0938
3771,5128,1751
2828,0984,9018
4213,8170,5920
2802,4724,0427
2521,6701,9266
7097,1716,2741
2002,5615,4607
0396,2286,9080
7156,5480,4615
1113,9861,3856
8715,3036,0230
0993,7727,2612
7397,0922,4872
8681,8747,6854
7248,5939,0759
8543,9087,4044
4877,6149,5276
3362,6628,4728
1722,1654,8416
2484,8657,1192
1570,8116,3281
9947,5702,9377
9706,5940,9448
5670,7471,5614
3630,2165,1825
9706,3941,4161
3304,8974,3742
3122,3538,5182
8058,1482,3373
1595,2006,9424
2351,0012,9900
3131,3250,9864
8619,3593,7041
3548,6628,8805
4730,2086,6788
5012,2619,8468
5352,0406,9384
3242,2617,8744
8196,6566,9718
7672,0165,3811
3173,1634,4216
9538,0398,8042
8819,1913,4119
0587,3758,9830
6156,8092,3451
3294,9509,2865
5079,9162,8065
3941,2750,8624
8021,4170,9965
3345,0708,2907
4830,2179,8221
6349,8789,5582
2195,6285,3612
7876,7947,3779
5345,2095,6729
7515,6700,9444
7440,1573,5403
0841,5784,8168
1397,4759,1396
0178,4089,8689
4001,1005,6710
7472,2883,2491
4172,2884,8313
6586,5790,3483
1496,4676,5270
8138,7053,5578
7425,4282,0503
9192,9476,5241
0453,4219,2682
3814,6366,9255
8804,5607,9856
6147,4307,5766
2518,5404,7046
6194,4376,2897
5282,5859,9810
5468,3791,1272
2736,7944,5516
3218,8778,1810
9455,8970,4613
8124,5775,3690
4308,0811,3008
3491,5825,1187
6945,6214,0524
7834,1216,4005
2276,6279,8120
8637,4130,5453
0968,1952,3741
1187,7348,7935
8009,6960,6551
6348,4048,8766
8156,1157,4811
5445,1478,6592
9351,9587,7823
8145,1730,7793
2934,8487,6338
3372,3863,4345
2542,3463,7335
0383,5906,7478
3540,9240,3826
5597,7729,7313
8135,1829,6029
8668,4426,6144
2175,0999,2717
4353,8471,6844
9792,5324,9535
4411,5210,9939
2492,8464,6810
7945,8910,3035
8401,3727,9021
4585,3606,7563
7049,1330,6751
5689,7642,6773
2438,6182,0261
8084,7214,6145
8786,3192,4028
0124,5442,7218
0267,4051,8417
2404,6812,5816
1667,4603,4497
4724,8584,6344
3526,3039,8702
2979,6710,7061
9268,0708,0814
9680,0496,2704
2352,3507,2446
7802,1345,7203
6099,6394,4786
7597,3074,0279
6884,9351,2063
2603,3943,6559
7362,7857,2275
0773,8388,0496
9289,7464,9612
5024,1668,9073
8117,8576,6985
4900,2897,8794
9154,9504,4634
4312,3418,4090
6286,8990,1594
3143,6621,7290
3346,5730,8317
0577,7428,9582
4239,1604,4985
2642,6460,0201
8575,5063,8070
9334,3067,9630
2444,2636,7870
3074,3952,8406
0054,3155,7108
7982,4252,8264
7740,3207,9592
0395,9527,4142
6846,1840,2564
4729,4454,1958
7032,7094,6537
2708,9708,6531
6277,9855,6098
7359,5668,1310
4191,3765,4384
4397,3768,8639
5388,7076,7880
7506,6592,8405
0016,7153,6360
4525,5514,6349
9705,6626,4342
5762,0703,4636
5361,8983,8258
8309,5902,0659
0371,4819,6195
6325,0290,5305
6880,0569,7995
0656,6867,6222
2743,8038,9637
8664,4221,8492
9809,8722,1456
1956,0576,7362
7193,8041,8541
3919,4621,5249
3578,4690,7746
9007,8936,2054
7047,0204,9420
7321,0342,8827
9695,4077,6910
3888,5341,7556
9249,0810,4827
8341,2261,5839
0181,4874,6651
0992,3252,7493
0374,7347,4800
1662,4025,7940
4196,3199,9548
0851,4613,8997
0405,2809,1907
0118,9372,4864
4420,9067,6340
1205,4239,3499
6034,4945,8559
1528,1894,9519
2581,1990,2362
1643,5537,7986
2964,9756,8997
5854,4693,6018
7211,4452,3576
6492,4077,3931
6558,6682,1555
7978,2817,4270
8394,5334,1040
3449,2045,5421
8334,9764,2079
4084,9219,7336
1111,8609,5414
0507,7103,1571
2392,1312,1787
0269,4560,9490
5248,2522,2437
9755,6107,7109
9680,3197,5265
3367,5106,7331
4348,4561,8407
7918,0580,2790
8319,2045,2291
3494,9818,6985
7987,7475,6674
0629,6887,8318
7406,4349,0136
2456,5355,2999
0956,9701,1757
1766,8917,8680
4839,2244,9741
6549,5900,0765
6354,3127,0676
2128,9102,5989
5198,2807,9079
1200,6924,6269
8382,3500,2040
4970,9150,0975
7550,2006,6032
0668,1279,7616
5560,4993,8555
0015,2677,2848
9301,8099,9743
0807,2646,2804
2749,5588,1079
9280,8539,3240
8013,1544,8215
4186,9297,9527
0690,4565,3217
4994,1172,9491
6099,9856,8322
9976,6140,3406
3975,9045,6266
9303,0315,5032
5495,6247,4133
2003,0614,0936
7195,8787,4815
1003,6181,8361
3065,6615,4090
4573,9068,1976
5515,5742,5365
0738,3640,4978
6755,3129,1614
7836,3978,4496
6809,2404,0728
5294,6420,0113
8878,9915,8812
8522,2108,3515
2495,6451,5064
1080,8084,8721
0287,9386,2089
7384,3727,2903
6419,5455,4384
5737,6239,0950
3260,4326,0910
6508,7511,0148
6299,0897,2634
9398,5943,4142
4158,5339,4724
6572,8312,1383
8855,0134,0067
5584,6807,6620
9572,8890,1202
9794,6098,4860
4071,3359,7292
7541,3627,2065
9747,2430,5147
1156,7906,6763
1320,6373,4140
3560,3960,7970
2876,0546,9505
7232,6268,4169
0430,0986,7849
1958,1301,5487
1717,9627,4087
7279,2694,9647
7504,4643,0844
0415,1384,6280
3565,1330,2491
8978,8297,7010
8675,0469,6581
8042,5402,8854
4076,5934,5347
2128,4739,4453
0071,0755,1799
6011,4608,3824
7572,4154,6524
2621,6997,7074
4844,0366,2092
2455,0610,5207
8302,3244,0481
3097,8508,3030
4225,1982,2719
4102,5310,3333
8262,3902,2441
9470,7455,9811
1976,0346,1056
6158,5046,7348
4865,4460,7751
8371,9354,1915
8917,3324,2019
0542,3906,5764
0271,9067,3427
5064,4432,9244
6416,9788,7647
4723,6042,8249
4388,7083,5276
3144,6126,2264
9202,1161,7891
6059,5346,5009
7662,4794,6105
5625,4015,9770
1866,0553,5150
6856,2940,8737
9917,1946,8619
9479,4759,2403
2734,2194,7673
4131,8905,5715
6488,8912,5557
8914,6149,4830
3412,1684,1345
9240,7746,3824
8712,6317,8646
0902,8243,3784
9043,0307,5736
3186,0193,9301
5650,3746,4544
6549,0846,0354
3122,0123,9155
5608,0203,4541
7019,7723,8312
5507,0501,4427
3732,3799,0188
4352,3199,9902
2438,2633,0852
2622,3027,2107
3005,3952,4039
5183,7436,7226
9241,1676,4214
6133,2792,6314
2922,5626,5881
5110,3363,5207
7234,8434,9944
9078,4959,8147
3538,0477,0466
4592,4159,6093
2351,7091,9976
3988,0442,9104
8082,9953,1800
3869,0960,4726
2652,2662,9141
5705,9883,3855
6872,4082,4758
4340,9184,2059
7029,2350,3762
8499,0846,4833
8191,7176,7932
6459,1252,1388
0728,5569,7855
8400,7511,7927
0624,0228,5919
8354,3846,1374
8148,5033,1977
9459,6624,3231
0463,1241,7847
8587,0384,6411
1493,9382,4627
8897,6293,4702
3145,2352,8446
2366,5505,5855
9335,5960,3664
4104,7129,1357
7349,9911,0166
1170,1564,1216
9608,2523,6751
7141,8046,2428
6170,8513,0631
2720,4198,4021
4539,8652,4232
4208,7522,5952
2160,3043,3630
4283,5089,0638
5947,3301,4474
7323,5248,2987
6157,0837,4772
7463,5410,7566
6359,9075,0837
1897,8069,0208
9009,4489,0951
9908,6179,2779
5289,0096,7973
2374,3448,6534
1934,2403,4424
0123,5170,2641
9981,8269,5560
6746,0258,8131
5852,5891,9556
2397,3081,2462
9916,8526,1524
0611,8113,6139
9699,3712,0044
7450,8971,1186
1363,5918,4859
8598,8413,2140
6439,5092,8835
5170,4063,2630
6517,5381,9473
7610,1292,2164
5263,0151,4469
7336,2588,9409
6566,6812,5788
9710,5499,2457
6886,8736,3955
7970,4503,0845
8019,5653,4589
7968,0748,8158
3924,7123,9017
0071,2172,5300
4348,9763,2984
8735,2934,4541
4262,7960,5938
9969,2770,1157
3411,3375,0735
9165,8667,0962
3425,2473,5624
3253,6349,3276
0898,7531,1774
1446,5138,4280
5881,8989,2644
7582,5226,3553
7538,7448,9376
4316,0715,8492
5046,8826,1542
1898,0400,0736
4081,7270,0807
4289,7601,1976
7089,0639,7868
0208,0187,1879
9311,7937,1264
4737,3520,8971
9470,0940,2388
8873,3905,0440
0053,2972,8163
1122,3361,0878
5481,5200,9082
5016,1355,2844
7581,6651,4866
2612,8773,0660
0308,5633,9146
1160,2506,9044
3616,7646,3197
2189,0867,8990
2487,4248,6558
0894,3531,9837
8508,4454,1293
1999,2935,3842
6099,2494,4363
5141,8326,4783
8262,5547,0200
9399,5016,5129
8077,2274,0669
7541,5514,5934
6261,3872,6335
5947,3267,2313
9787,3243,2740
9774,5691,7746
0916,5151,6529
0894,7700,0935
2352,8479,0584
9212,2547,2829
8306,0982,0730
6848,1787,7272
1682,5983,4919
5258,7494,5743
2762,3571,7957
1440,5358,0157
5276,2836,0649
0543,5192,4455
4001,5266,4764
6490,7524,1075
3020,4269,3733
2136,8283,7978
2252,6611,0566
2298,3035,2165
9049,6725,7895
2498,2595,9858
0319,4948,7282
2424,6710,2190
3314,4234,9087
1662,8314,4674
6935,1505,3815
1806,8877,1643
5082,3006,1865
7475,9918,3622
3597,9908,7249
9503,6959,9250
6430,1720,1845
2923,0183,9452
4036,9105,5936
2466,8163,2966
9534,4710,7043
9465,8827,1888
1461,7340,8707
1575,1201,9656
0167,5420,9138
2359,5508,4770
9806,5840,5098
6267,6047,3327
5448,3990,2495
9736,6713,3508
9379,7332,5756
9221,1225,6181
8819,4493,5544
6357,4498,7815
8211,7101,8939
0778,6749,8422
2955,9242,0446
5006,1633,1458
3837,2464,0106
2243,3497,9173
9212,6727,7485
9070,3461,8531
1441,0877,5816
3454,7954,8479
8989,6055,9220
0412,4381,1735
5895,8398,8021
6442,3541,3463
9861,9668,8161
1194,3094,4001
0397,1928,1435
6966,2610,0726
0638,0725,8056
7672,6493,2528
9523,3446,4134
2982,4134,7925
7482,4894,8014
1795,0262,1493
1647,9688,8916
9226,8310,7378
9542,1339,3048
0413,4650,6250
6270,2377,8676
2413,2281,1281
6236,8079,2334
1176,9708,1997
9661,8697,4489
5397,7052,2193
3080,1065,2179
8381,7791,0285
4484,2980,5988
3051,8544,6581
7046,8301,2057
3184,8312,4056
6084,8001,8656
2550,8648,4707
1199,6656,7366
5451,4263,2745
2840,2819,7240
5876,6924,6515
3409,4379,0880
6907,3821,7931
1492,4637,7837
2719,0123,1270
3240,2236,7097
4613,4906,2274
0190,2400,0205
6056,6811,2068
2754,1914,1491
2261,6734,3747
5996,9413,0230
5538,5265,0163
5259,2752,2099
9258,4681,1184
3245,2396,9235
9850,1545,7884
7484,2489,9093
3760,6046,6758
2067,0464,0404
6272,3902,9979
2987,7041,3540
0011,2897,6034
1012,3927,8393
5927,0106,8199
7600,9134,5122
6737,7728,9765
2205,1216,6318
7012,1411,8732
1835,6507,7745
9488,8199,8781
7862,1876,7968
0487,3556,5712
6006,7341,6311
1062,8980,8924
4842,2027,1741
8709,8210,5661
9366,6131,0386
0502,7663,4227
1459,0128,7297
2314,5300,6382
1668,4188,4641
0344,0223,2625
2653,8459,0366
8156,7011,3229
4340,0398,1467
1737,7000,5387
0455,1020,7383
8527,4269,3947
3840,1398,9993
3066,6647,7273
8028,0321,7367
5452,6546,9965
1525,3207,4343
5985,7434,9751
1542,3507,9397
0947,0439,6388
8061,7254,5787
6595,4668,7666
6317,0605,8475
5000,2183,4655
5088,8290,6522
1514,7195,8434
6954,7033,1070
6118,4846,9382
0272,5498,4729
8695,4878,1011
9804,7639,4974
8728,1869,6722
7009,3713,8797
3871,7226,1329
6097,4487,0269
5567,5447,5966
0739,3893,9727
8599,6883,9268
1634,5936,3965
5702,0837,0542
3437,5593,3352
0251,2839,6437
4932,6486,9106
4188,0233,2995
5840,8794,3518
9563,0891,2162
3964,5666,0573
0712,2589,8075
4713,8842,1088
5166,6105,8724
6479,4390,5064
5310,3281,5923
0191,4640,6468
3803,3509,7807
1859,9481,3303
5621,8748,2774
3964,9170,7474
4024,4031,2892
6186,0601,5074
7076,8951,3689
5756,9987,7366
9372,2480,9127
4232,2234,6080
3777,0453,0464
3718,4797,6960
2159,7218,8762
4909,5933,8639
8719,8820,7191
9965,4760,9537
5196,5967,3178
3231,8280,6582
0394,9274,5623
8107,7560,0248
0252,6157,9281
3868,2131,4384
9738,0282,2377
2914,9394,8684
4393,8194,8253
4061,2089,2267
5371,4254,8324
4067,2975,1108
4739,8617,1586
4704,2409,1254
5854,5371,0261
6084,1421,2122
9290,0492,8175
9847,8894,7054
8923,7503,6104
6372,8787,3220
4241,2262,1814
9218,6273,2541
2970,1109,9330
9960,2087,0320
8434,1538,5333
7002,2697,8616
1875,9046,7294
4810,7969,5249
3897,4521,1470
2083,8491,4490
5582,3924,9095
4215,9196,4299
5876,6923,4115
3225,1981,4784
6717,9384,6593
0238,1564,6606
4261,9605,4060
4033,9684,4597
2386,6872,1748
3994,8482,4938
3400,8194,2325
4386,3582,9904
6401,3077,0082
2333,8046,6356
2393,7619,0518
4666,2200,0322
7719,5731,1709
4816,7235,4514
4621,5979,8969
9249,7378,7930
6083,3884,9291
6261,8712,6700
8526,1756,7419
1953,7878,1318
8975,1290,0232
0863,6531,9014
9534,6975,7269
6438,3830,1422
9642,6743,6159
8451,5464,0636
7206,9873,9085
9380,2503,6720
4113,3419,6677
0429,4540,1522
9293,6384,5574
7074,1871,0844
2164,7085,3525
6063,1411,8114
4720,4097,7236
0921,5652,8107
4629,9126,3509
2435,6893,5976
2930,7882,4867
7084,6581,0110
1622,9432,3508
2489,7987,3992
0077,3156,0590
5215,4606,7991
5206,5100,5851
0075,2810,0010
0653,7856,0317
5429,8922,8146
8229,1725,3481
7969,2163,6095
6690,5719,1058
6007,2428,5649
5913,1502,4925
0793,5119,4482
0280,7626,2606
3041,7594,3275
3803,8161,3506
5512,2875,3036
4003,4994,1777
6320,3528,3296
5160,3203,5554
3917,0810,7756
7769,0757,8624
4995,6980,0849
2371,0202,6719
9015,5022,4142
4128,6327,0063
2990,2832,5268
7063,6178,4674
8878,9826,8742
1719,7150,6897
6040,9973,2499
0034,3712,7941
9494,6653,5649
1449,6521,8734
8135,7221,0345
6281,7276,8976
7999,2132,7621
5131,3448,9949
0798,2582,6634
0682,7096,5956
1121,3792,9816
8974,6867,7420
4260,2644,8840
3040,5245,8195
2363,1646,2473
4463,0331,2192
8517,2663,3273
7960,1276,0812
4026,0195,4517
8618,4695,4879
9786,8853,0367
7433,2747,0760
6230,5605,3001
3051,7638,5033
9059,5634,9264
3508,7654,2059
6763,9489,0448
0447,6023,2109
6909,0013,0900
7947,0008,0181
5065,3157,3683
9253,6029,1529
7345,3845,1354
2580,8431,7607
6917,0575,9602
9011,8687,8147
3999,2832,8054
6163,1462,5578
1203,1227,7191
4137,3070,0230
4120,5096,1017
2002,9795,1472
2392,9048,9585
6604,8412,8318
8542,5309,9350
0424,5117,2152
0990,8795,6277
3785,6107,7448
2243,8283,0639
2950,1626,6777
6905,9849,7398
2468,0152,1457
7992,3494,4048
9997,0376,9503
0367,5471,7763
5076,6218,9808
4752,3451,7247
6854,9302,0944
9300,9080,9325
6419,7595,7264
5653,5811,7076
4850,6973,1669
4719,5753,4288
7445,8995,8376
2189,9451,3758
3976,8322,9114
3646,2158,2422
7110,9165,2486
1167,6728,7286
6925,8576,9109
2153,2985,2995
6243,7901,6838
7151,3236,2732
2312,3527,1784
0754,0242,0794
3401,9162,8740
4623,8543,6684
2952,9143,2447
4771,6334,2995
7571,9104,7810
9940,6093,6938
5515,7599,2094
7774,4461,7002
6342,1840,1718
6663,4349,8559
4682,0142,5671
2935,7470,0028
1968,4304,6881
6655,6448,6103
3790,5170,4947
2294,7290,6841
0858,6268,0621
3086,2269,1660
5075,1775,1343
1329,2847,5128
3235,4946,2328
0724,8401,6095
1906,0420,6744
5667,9194,9806
6738,3419,5697
4197,2427,6586
1499,9176,3287
9871,4648,3158
3812,4194,5793
8483,1430,9269
4617,1880,1618
6899,6747,4174
7864,7482,0064
3073,7952,1234
0615,0995,1064
4623,8019,7388
5708,4376,6530
7645,8849,6894
2023,1933,5156
4065,3322,1209
6419,8313,2218
4691,3714,0637
2874,1553,8550
7124,4560,2108
1114,6345,1074
0596,4683,0393
5159,1165,3545
9903,7922,8831
7859,8602,4609
8694,1884,1153
2304,8283,0454
2375,6363,2063
5487,2912,1029
3191,0766,3667
9609,7603,5740
2231,1140,4759
7790,8671,7783
0575,9342,7675
4462,6171,3009
5648,0424,4016
9426,5174,5437
2013,1622,5538
8147,3462,3734
8233,4397,1532
2505,9069,2840
5187,7367,8666
2155,8876,7199
7562,0074,1474
1073,1776,3442
9248,1091,8562
7622,2637,9677
4746,5612,0724
3290,5511,0581
8467,2110,3221
0154,2866,8468
3209,3195,4885
3285,8819,9586
8925,7402,6325
9769,6845,3548
1437,5480,4479
3360,9760,2738
3188,3478,3719
0250,0370,1474
7479,3657,2763
3886,5893,3258
1356,5061,6623
3546,3650,0357
9729,5775,6778
7197,4486,6548
4813,6545,7784
3720,2857,9468
8793,4866,2148
3021,8996,9532
8574,0775,8772
9107,3286,7320
3725,0347,7203
7275,4184,1099
3058,0652,6531
0206,3820,6380
3012,2202,3506
5990,4493,0502
8620,6234,5844
6223,9549,4224
2971,8464,7666
7240,5090,3809
6886,1094,1670
3788,0513,1605
3914,5622,3317
4518,9501,5264
0513,6985,5343
4742,1476,1037
7594,2379,5978
0722,7298,9565
6648,5185,8701
3091,6288,8366
5106,0007,7410
6257,4368,6891
